material_id,material_description,common_id1,primary_material_weight_g,comment,invoice_paid_date,year
MAT-31212,Background Material,CID-0552,4812.41,,2026-01-22,2026
MAT-31213,Background Material,CID-0553,2032.33,confirmed 2025 review,2025-02-26,2025
MAT-31214,Background Material,CID-0554,4787.92,,2026-10-21,2026
MAT-31215,Background Material,CID-0500,3574.11,confirmed 2025 review,2025-12-02,2025
MAT-31216,Background Material,CID-0501,4058.5,,2025-07-23,2026
MAT-31217,Background Material,CID-0502,3146.71,confirmed 2025 review,2025-02-04,2024
MAT-31218,Background Material,CID-0503,4235.5,,2026-03-12,2025
MAT-31219,Background Material,CID-0504,3283.03,,2024-08-07,2025
MAT-31220,Background Material,CID-0505,486.53,,2025-12-16,2024
MAT-31221,Background Material,CID-0506,3785.15,legacy mapping,2025-12-15,2025
MAT-31222,Background Material,CID-0507,3937.08,legacy mapping,2026-05-20,2024
MAT-31223,Background Material,CID-0508,3806.85,,2026-05-01,2024
MAT-31224,Background Material,CID-0509,4400.97,legacy mapping,2026-05-10,2026
MAT-31225,Background Material,CID-0510,792.35,legacy mapping,2025-12-15,2026
MAT-31226,Background Material,CID-0511,1475.1,,2024-10-10,2025
MAT-31227,Background Material,CID-0512,1287.27,,2024-04-19,2025
MAT-31228,Background Material,CID-0513,742.67,,2025-06-24,2026
MAT-31229,Background Material,CID-0514,3727.54,confirmed 2025 review,2025-10-06,2025
MAT-31230,Background Material,CID-0515,3219.61,legacy mapping,2026-06-13,2025
MAT-31231,Background Material,CID-0516,3242.23,confirmed 2025 review,2024-08-13,2024
MAT-31232,Background Material,CID-0517,3344.06,,2025-04-10,2024
MAT-31233,Background Material,CID-0518,1122.33,legacy mapping,2026-12-26,2024
MAT-31234,Background Material,CID-0519,3250.33,legacy mapping,2025-08-19,2026
MAT-31235,Background Material,CID-0520,4531.6,,2026-04-12,2026
MAT-31236,Background Material,CID-0521,165.17,,2025-09-03,2025
MAT-31237,Background Material,CID-0522,2766.87,,2024-08-19,2026
MAT-31238,Background Material,CID-0523,1240.61,legacy mapping,2026-03-23,2026
MAT-31239,Background Material,CID-0524,4287.76,,2026-12-15,2024
MAT-31240,Background Material,CID-0525,202.12,legacy mapping,2026-05-03,2026
MAT-31241,Background Material,CID-0526,950.88,,2024-09-10,2024
MAT-31242,Background Material,CID-0527,1039.45,,2026-10-16,2025
MAT-31243,Background Material,CID-0528,492.25,,2025-11-03,2024
MAT-31244,Background Material,CID-0529,2392.02,confirmed 2025 review,2024-08-07,2024
MAT-31245,Background Material,CID-0530,2712.3,,2026-08-10,2026
MAT-31246,Background Material,CID-0531,49.0,confirmed 2025 review,2024-12-15,2026
MAT-31247,Background Material,CID-0532,974.8,confirmed 2025 review,2024-05-25,2025
MAT-31248,Background Material,CID-0533,3007.17,confirmed 2025 review,2026-03-11,2026
MAT-31249,Background Material,CID-0534,2416.92,legacy mapping,2026-05-09,2026
MAT-31250,Background Material,CID-0535,1245.86,legacy mapping,2026-09-17,2025
MAT-31251,Background Material,CID-0536,3129.98,,2024-08-01,2025
MAT-31252,Background Material,CID-0537,4466.94,confirmed 2025 review,2025-03-06,2024
MAT-31253,Background Material,CID-0538,3802.43,legacy mapping,2024-08-11,2026
MAT-31254,Background Material,CID-0539,3435.11,,2024-02-25,2024
MAT-31255,Background Material,CID-0540,1066.87,legacy mapping,2025-09-16,2024
MAT-31256,Background Material,CID-0541,3424.05,,2026-11-05,2025
MAT-31257,Background Material,CID-0542,782.78,confirmed 2025 review,2024-03-20,2026
MAT-31258,Background Material,CID-0543,786.51,confirmed 2025 review,2026-10-26,2025
MAT-31259,Background Material,CID-0544,3898.99,legacy mapping,2024-05-16,2025
MAT-31260,Background Material,CID-0545,1854.58,legacy mapping,2025-12-12,2026
MAT-31261,Background Material,CID-0546,1577.42,legacy mapping,2025-10-13,2025
MAT-31262,Background Material,CID-0547,29.36,confirmed 2025 review,2024-07-12,2026
MAT-31263,Background Material,CID-0548,4027.05,confirmed 2025 review,2025-01-27,2026
MAT-31264,Background Material,CID-0549,1011.86,legacy mapping,2025-06-01,2025
MAT-31265,Background Material,CID-0550,2138.06,confirmed 2025 review,2025-09-18,2026
MAT-31266,Background Material,CID-0551,998.06,,2026-09-15,2025
MAT-31267,Background Material,CID-0552,535.07,,2024-06-24,2025
MAT-31268,Background Material,CID-0553,4707.53,confirmed 2025 review,2024-11-13,2026
MAT-31269,Background Material,CID-0554,4798.7,confirmed 2025 review,2024-05-20,2026
MAT-31270,Background Material,CID-0500,1875.72,,2024-11-11,2025
MAT-31271,Background Material,CID-0501,2689.94,confirmed 2025 review,2025-02-16,2024
MAT-31272,Background Material,CID-0502,4404.37,,2025-12-14,2024
MAT-31273,Background Material,CID-0503,4369.88,legacy mapping,2026-04-18,2024
MAT-31274,Background Material,CID-0504,2191.87,legacy mapping,2026-09-25,2026
MAT-31275,Background Material,CID-0505,1304.33,legacy mapping,2026-01-05,2024
MAT-31276,Background Material,CID-0506,4353.76,legacy mapping,2025-08-24,2024
MAT-31277,Background Material,CID-0507,921.52,confirmed 2025 review,2024-08-12,2025
MAT-31278,Background Material,CID-0508,995.73,legacy mapping,2025-10-24,2024
MAT-31279,Background Material,CID-0509,702.21,confirmed 2025 review,2025-07-26,2025
MAT-31280,Background Material,CID-0510,3990.69,,2026-06-01,2026
MAT-31281,Background Material,CID-0511,2186.6,,2026-06-26,2026
MAT-31282,Background Material,CID-0512,2460.56,legacy mapping,2026-02-24,2024
MAT-31283,Background Material,CID-0513,2826.97,,2026-03-26,2026
MAT-31284,Background Material,CID-0514,4231.65,,2026-08-20,2026
MAT-31285,Background Material,CID-0515,4964.76,,2026-07-27,2025
MAT-31286,Background Material,CID-0516,2329.11,,2026-06-03,2024
MAT-31287,Background Material,CID-0517,3239.55,legacy mapping,2025-09-25,2026
MAT-31288,Background Material,CID-0518,3697.55,confirmed 2025 review,2024-07-19,2025
MAT-31289,Background Material,CID-0519,32.76,confirmed 2025 review,2024-01-08,2025
MAT-31290,Background Material,CID-0520,2136.32,legacy mapping,2024-10-22,2025
MAT-31291,Background Material,CID-0521,2662.29,,2026-06-23,2026
MAT-31292,Background Material,CID-0522,763.87,,2024-05-06,2024
MAT-31293,Background Material,CID-0523,132.1,,2024-09-12,2024
MAT-31294,Background Material,CID-0524,1637.98,legacy mapping,2024-11-07,2024
MAT-31295,Background Material,CID-0525,1515.34,confirmed 2025 review,2025-04-07,2025
MAT-31296,Background Material,CID-0526,137.45,confirmed 2025 review,2024-07-01,2025
MAT-31297,Background Material,CID-0527,4337.8,,2025-01-15,2025
MAT-31298,Background Material,CID-0528,1996.49,,2025-10-27,2024
MAT-31299,Background Material,CID-0529,465.17,,2026-10-24,2026
MAT-31300,Background Material,CID-0530,609.4,,2024-08-24,2026
MAT-31301,Background Material,CID-0531,1792.59,legacy mapping,2025-04-07,2024
MAT-31302,Background Material,CID-0532,3999.16,legacy mapping,2025-05-17,2024
MAT-31303,Background Material,CID-0533,4724.54,,2024-07-26,2025
MAT-31304,Background Material,CID-0534,2002.14,,2025-06-10,2024
MAT-31305,Background Material,CID-0535,2171.31,legacy mapping,2024-12-03,2026
MAT-31306,Background Material,CID-0536,3218.27,confirmed 2025 review,2025-01-09,2026
MAT-31307,Background Material,CID-0537,3237.15,legacy mapping,2024-03-28,2024
MAT-31308,Background Material,CID-0538,887.61,,2024-09-05,2024
MAT-31309,Background Material,CID-0539,3475.66,,2024-10-26,2024
MAT-31310,Background Material,CID-0540,4331.86,legacy mapping,2025-10-14,2024
MAT-31311,Background Material,CID-0541,2096.78,,2026-03-24,2026
MAT-31312,Background Material,CID-0542,908.89,,2024-01-16,2024
MAT-31313,Background Material,CID-0543,1531.02,legacy mapping,2025-10-11,2024
MAT-31314,Background Material,CID-0544,3916.56,legacy mapping,2024-08-02,2026
MAT-31315,Background Material,CID-0545,4360.27,confirmed 2025 review,2024-09-13,2026
MAT-31316,Background Material,CID-0546,3612.89,,2024-02-01,2025
MAT-31317,Background Material,CID-0547,4486.05,,2025-02-04,2025
MAT-31318,Background Material,CID-0548,2322.7,confirmed 2025 review,2026-08-05,2026
MAT-31319,Background Material,CID-0549,4047.32,,2025-08-16,2025
MAT-31320,Background Material,CID-0550,641.86,legacy mapping,2026-11-23,2024
MAT-31321,Background Material,CID-0551,2389.47,,2024-04-17,2024
MAT-31322,Background Material,CID-0552,4027.43,,2024-11-03,2026
MAT-31323,Background Material,CID-0553,474.85,confirmed 2025 review,2025-10-04,2024
MAT-31324,Background Material,CID-0554,1131.89,,2026-11-10,2025
MAT-31325,Background Material,CID-0500,3552.59,confirmed 2025 review,2026-10-17,2026
MAT-31326,Background Material,CID-0501,2886.26,legacy mapping,2024-06-14,2025
MAT-31327,Background Material,CID-0502,3306.35,,2026-07-21,2024
MAT-31328,Background Material,CID-0503,3971.18,,2024-03-21,2024
MAT-31329,Background Material,CID-0504,4177.06,,2024-07-11,2024
MAT-31330,Background Material,CID-0505,2860.86,confirmed 2025 review,2025-04-21,2026
MAT-31331,Background Material,CID-0506,2028.88,,2025-10-09,2026
MAT-31332,Background Material,CID-0507,2199.88,legacy mapping,2026-09-11,2025
MAT-31333,Background Material,CID-0508,4983.43,,2025-06-26,2025
MAT-31334,Background Material,CID-0509,3860.27,confirmed 2025 review,2026-02-22,2025
MAT-31335,Background Material,CID-0510,3816.58,legacy mapping,2024-06-14,2026
MAT-31336,Background Material,CID-0511,128.04,,2024-04-15,2024
MAT-31337,Background Material,CID-0512,602.27,legacy mapping,2024-06-10,2025
MAT-31338,Background Material,CID-0513,2181.38,,2026-03-13,2026
MAT-31339,Background Material,CID-0514,975.2,,2024-04-24,2026
MAT-31340,Background Material,CID-0515,1770.33,,2026-09-17,2024
MAT-31341,Background Material,CID-0516,4001.5,legacy mapping,2026-04-23,2026
MAT-31342,Background Material,CID-0517,834.6,,2024-11-06,2026
MAT-31343,Background Material,CID-0518,3171.93,,2026-03-18,2026
MAT-31344,Background Material,CID-0519,2120.65,,2025-01-13,2025
MAT-31345,Background Material,CID-0520,1949.47,confirmed 2025 review,2025-08-11,2024
MAT-31346,Background Material,CID-0521,3608.02,legacy mapping,2024-02-09,2026
MAT-31347,Background Material,CID-0522,2779.23,legacy mapping,2024-12-20,2026
MAT-31348,Background Material,CID-0523,4796.42,,2025-03-05,2025
MAT-31349,Background Material,CID-0524,4112.38,,2025-03-21,2025
MAT-31350,Background Material,CID-0525,1955.61,,2024-06-03,2024
MAT-31351,Background Material,CID-0526,4816.82,legacy mapping,2024-07-04,2026
MAT-31352,Background Material,CID-0527,3698.54,,2024-08-05,2026
MAT-31353,Background Material,CID-0528,1378.08,legacy mapping,2024-11-04,2026
MAT-31354,Background Material,CID-0529,1556.49,,2026-10-16,2024
MAT-31355,Background Material,CID-0530,3302.45,legacy mapping,2024-09-24,2026
MAT-31356,Background Material,CID-0531,2272.38,,2026-06-09,2024
MAT-31357,Background Material,CID-0532,1908.13,legacy mapping,2024-11-15,2025
MAT-31358,Background Material,CID-0533,2925.31,confirmed 2025 review,2025-04-17,2024
MAT-31359,Background Material,CID-0534,443.78,legacy mapping,2024-11-16,2026
MAT-31360,Background Material,CID-0535,4816.26,confirmed 2025 review,2024-11-04,2025
MAT-31361,Background Material,CID-0536,4211.78,legacy mapping,2025-11-17,2025
MAT-31362,Background Material,CID-0537,2098.81,legacy mapping,2025-02-01,2024
MAT-31363,Background Material,CID-0538,3565.76,confirmed 2025 review,2024-10-16,2024
MAT-31364,Background Material,CID-0539,2955.83,legacy mapping,2024-12-16,2026
MAT-31365,Background Material,CID-0540,3033.6,confirmed 2025 review,2026-09-28,2026
MAT-31366,Background Material,CID-0541,1913.55,,2026-11-04,2026
MAT-31367,Background Material,CID-0542,475.47,,2025-10-22,2026
MAT-31368,Background Material,CID-0543,4519.04,confirmed 2025 review,2025-12-24,2024
MAT-31369,Background Material,CID-0544,1737.17,confirmed 2025 review,2025-10-28,2026
MAT-31370,Background Material,CID-0545,187.34,confirmed 2025 review,2026-12-25,2025
MAT-31371,Background Material,CID-0546,3345.67,,2024-10-06,2024
MAT-31372,Background Material,CID-0547,3152.98,legacy mapping,2024-05-14,2024
MAT-31373,Background Material,CID-0548,3645.56,legacy mapping,2025-11-12,2025
MAT-31374,Background Material,CID-0549,4867.92,,2025-08-26,2024
MAT-31375,Background Material,CID-0550,1623.24,legacy mapping,2024-04-18,2026
MAT-31376,Background Material,CID-0551,3241.79,confirmed 2025 review,2025-03-28,2025
MAT-31377,Background Material,CID-0552,4283.38,legacy mapping,2025-10-18,2026
MAT-31378,Background Material,CID-0553,4025.97,,2025-05-04,2026
MAT-31379,Background Material,CID-0554,453.07,confirmed 2025 review,2025-10-16,2026
MAT-31380,Background Material,CID-0500,931.77,confirmed 2025 review,2024-05-28,2026
MAT-31381,Background Material,CID-0501,2427.72,legacy mapping,2025-06-25,2024
MAT-31382,Background Material,CID-0502,4796.58,legacy mapping,2024-02-07,2026
MAT-31383,Background Material,CID-0503,1553.33,legacy mapping,2026-09-06,2025
MAT-31384,Background Material,CID-0504,3092.74,,2024-02-03,2026
MAT-31385,Background Material,CID-0505,2990.25,confirmed 2025 review,2025-03-23,2025
MAT-31386,Background Material,CID-0506,2664.61,confirmed 2025 review,2024-07-04,2026
MAT-31387,Background Material,CID-0507,4073.05,legacy mapping,2026-10-03,2025
MAT-31388,Background Material,CID-0508,4997.2,confirmed 2025 review,2024-04-18,2024
MAT-31389,Background Material,CID-0509,3337.94,legacy mapping,2024-08-08,2026
MAT-31390,Background Material,CID-0510,4916.33,,2024-08-21,2024
MAT-31391,Background Material,CID-0511,727.74,legacy mapping,2024-01-28,2026
MAT-31392,Background Material,CID-0512,2416.88,confirmed 2025 review,2025-09-18,2026
MAT-31393,Background Material,CID-0513,962.0,,2026-10-13,2026
MAT-31394,Background Material,CID-0514,2877.71,confirmed 2025 review,2026-05-23,2025
MAT-31395,Background Material,CID-0515,4017.33,legacy mapping,2025-06-12,2024
MAT-31396,Background Material,CID-0516,1601.45,legacy mapping,2024-12-05,2025
MAT-31397,Background Material,CID-0517,4299.86,,2026-10-05,2024
MAT-31398,Background Material,CID-0518,4905.07,confirmed 2025 review,2026-06-04,2026
MAT-31399,Background Material,CID-0519,1139.89,legacy mapping,2026-12-21,2026
MAT-31400,Background Material,CID-0520,4105.57,,2025-05-19,2024
MAT-31401,Background Material,CID-0521,2301.73,confirmed 2025 review,2025-10-14,2024
MAT-31402,Background Material,CID-0522,4765.87,,2024-09-15,2026
MAT-31403,Background Material,CID-0523,3251.74,legacy mapping,2025-12-05,2024
MAT-31404,Background Material,CID-0524,3410.35,,2026-05-19,2025
MAT-31405,Background Material,CID-0525,4736.81,,2026-10-16,2025
MAT-31406,Background Material,CID-0526,3521.38,,2025-04-22,2025
MAT-31407,Background Material,CID-0527,1549.82,legacy mapping,2025-04-19,2026
MAT-31408,Background Material,CID-0528,4731.39,,2026-11-19,2025
MAT-31409,Background Material,CID-0529,4313.81,,2026-06-19,2024
MAT-31410,Background Material,CID-0530,3873.33,,2026-02-17,2025
MAT-31411,Background Material,CID-0531,3652.17,,2024-10-25,2024
MAT-31412,Background Material,CID-0532,4178.86,,2026-08-24,2024
MAT-31413,Background Material,CID-0533,1659.62,,2025-10-23,2026
MAT-31414,Background Material,CID-0534,1937.87,confirmed 2025 review,2025-12-16,2024
MAT-31415,Background Material,CID-0535,4236.48,,2024-05-12,2024
MAT-31416,Background Material,CID-0536,3536.61,legacy mapping,2025-02-06,2025
MAT-31417,Background Material,CID-0537,2007.74,,2025-11-21,2024
MAT-31418,Background Material,CID-0538,1699.26,,2026-05-01,2026
MAT-31419,Background Material,CID-0539,305.44,,2026-06-04,2024
MAT-31420,Background Material,CID-0540,9.64,,2024-06-13,2025
MAT-31421,Background Material,CID-0541,139.24,legacy mapping,2024-03-07,2026
MAT-31422,Background Material,CID-0542,3104.74,,2026-04-12,2024
MAT-31423,Background Material,CID-0543,4360.61,,2026-06-19,2024
MAT-31424,Background Material,CID-0544,4457.29,,2026-03-27,2025
MAT-31425,Background Material,CID-0545,152.68,,2026-02-26,2025
MAT-31426,Background Material,CID-0546,4675.23,,2025-11-06,2026
MAT-31427,Background Material,CID-0547,2592.93,,2025-04-20,2024
MAT-31428,Background Material,CID-0548,4986.71,legacy mapping,2025-11-18,2025
MAT-31429,Background Material,CID-0549,3920.53,,2026-09-03,2025
MAT-31430,Background Material,CID-0550,1231.86,,2024-08-07,2025
MAT-31431,Background Material,CID-0551,208.91,,2025-11-23,2026
MAT-31432,Background Material,CID-0552,494.8,,2026-11-11,2026
MAT-31433,Background Material,CID-0553,2815.42,confirmed 2025 review,2026-11-07,2025
MAT-31434,Background Material,CID-0554,1602.26,confirmed 2025 review,2024-05-21,2025
MAT-31435,Background Material,CID-0500,2021.79,confirmed 2025 review,2024-08-01,2025
MAT-31436,Background Material,CID-0501,522.49,confirmed 2025 review,2026-07-10,2025
MAT-31437,Background Material,CID-0502,4961.44,legacy mapping,2026-12-02,2026
MAT-31438,Background Material,CID-0503,4156.45,,2024-05-19,2026
MAT-31439,Background Material,CID-0504,4501.48,,2026-06-24,2024
MAT-31440,Background Material,CID-0505,2671.93,,2025-07-07,2025
MAT-31441,Background Material,CID-0506,4820.97,,2026-07-24,2026
MAT-31442,Background Material,CID-0507,2620.4,,2026-06-22,2026
MAT-31443,Background Material,CID-0508,224.56,,2024-08-06,2024
MAT-31444,Background Material,CID-0509,3562.34,,2026-04-16,2024
MAT-31445,Background Material,CID-0510,2856.16,,2024-07-07,2026
MAT-31446,Background Material,CID-0511,582.54,legacy mapping,2024-04-22,2025
MAT-31447,Background Material,CID-0512,4922.03,confirmed 2025 review,2024-06-27,2025
MAT-31448,Background Material,CID-0513,224.74,,2026-04-20,2026
MAT-31449,Background Material,CID-0514,1291.67,confirmed 2025 review,2026-10-23,2026
MAT-31450,Background Material,CID-0515,1549.39,legacy mapping,2025-12-01,2025
MAT-31451,Background Material,CID-0516,4117.95,confirmed 2025 review,2025-04-27,2025
MAT-31452,Background Material,CID-0517,1267.87,,2026-12-13,2024
MAT-31453,Background Material,CID-0518,3480.31,confirmed 2025 review,2024-11-23,2024
MAT-31454,Background Material,CID-0519,353.55,,2024-03-26,2025
MAT-31455,Background Material,CID-0520,333.44,legacy mapping,2024-12-09,2026
MAT-31456,Background Material,CID-0521,3575.4,confirmed 2025 review,2025-09-10,2025
MAT-31457,Background Material,CID-0522,4277.68,legacy mapping,2024-02-13,2024
MAT-31458,Background Material,CID-0523,4751.1,confirmed 2025 review,2024-03-17,2024
MAT-31459,Background Material,CID-0524,2345.32,,2024-04-02,2025
MAT-31460,Background Material,CID-0525,923.21,,2024-07-20,2025
MAT-31461,Background Material,CID-0526,2191.1,,2025-10-25,2024
MAT-31462,Background Material,CID-0527,3314.72,,2024-12-11,2024
MAT-31463,Background Material,CID-0528,2844.44,,2025-05-06,2025
MAT-31464,Background Material,CID-0529,2310.72,,2025-07-05,2025
MAT-31465,Background Material,CID-0530,2528.47,,2024-11-07,2025
MAT-31466,Background Material,CID-0531,3290.4,confirmed 2025 review,2024-08-03,2024
MAT-31467,Background Material,CID-0532,3008.7,legacy mapping,2026-03-05,2026
MAT-31468,Background Material,CID-0533,4820.92,,2024-11-03,2025
MAT-31469,Background Material,CID-0534,2590.72,,2026-12-06,2026
MAT-31470,Background Material,CID-0535,4664.07,legacy mapping,2024-03-04,2026
MAT-31471,Background Material,CID-0536,1169.08,confirmed 2025 review,2024-10-02,2025
MAT-31472,Background Material,CID-0537,3843.71,,2024-11-02,2026
MAT-31473,Background Material,CID-0538,2728.37,,2026-08-19,2026
MAT-31474,Background Material,CID-0539,1930.89,confirmed 2025 review,2025-12-08,2026
MAT-31475,Background Material,CID-0540,2453.32,legacy mapping,2025-11-15,2025
MAT-31476,Background Material,CID-0541,4597.21,,2025-09-12,2024
MAT-31477,Background Material,CID-0542,722.89,,2025-05-06,2025
MAT-31478,Background Material,CID-0543,3700.29,confirmed 2025 review,2025-03-02,2025
MAT-31479,Background Material,CID-0544,2052.45,,2025-03-27,2026
MAT-31480,Background Material,CID-0545,1765.35,confirmed 2025 review,2025-07-15,2026
MAT-31481,Background Material,CID-0546,2262.11,confirmed 2025 review,2025-06-11,2025
MAT-31482,Background Material,CID-0547,3327.2,,2026-09-07,2024
MAT-31483,Background Material,CID-0548,1085.58,,2026-04-28,2026
MAT-31484,Background Material,CID-0549,3296.97,legacy mapping,2025-09-28,2025
MAT-31485,Background Material,CID-0550,1874.71,legacy mapping,2024-07-05,2025
MAT-31486,Background Material,CID-0551,544.14,confirmed 2025 review,2025-10-14,2024
MAT-31487,Background Material,CID-0552,997.85,legacy mapping,2026-03-22,2025
MAT-31488,Background Material,CID-0553,4685.67,confirmed 2025 review,2024-08-01,2026
MAT-31489,Background Material,CID-0554,1033.06,,2025-12-22,2026
MAT-31490,Background Material,CID-0500,3846.43,confirmed 2025 review,2026-04-05,2025
MAT-31491,Background Material,CID-0501,1583.14,,2026-03-25,2025
MAT-31492,Background Material,CID-0502,1581.76,,2026-02-26,2024
MAT-31493,Background Material,CID-0503,429.66,,2024-06-28,2024
MAT-31494,Background Material,CID-0504,1567.16,legacy mapping,2024-12-05,2024
MAT-31495,Background Material,CID-0505,1538.5,,2025-10-11,2026
MAT-31496,Background Material,CID-0506,4522.67,confirmed 2025 review,2025-06-23,2024
MAT-31497,Background Material,CID-0507,1449.42,,2026-03-05,2024
MAT-31498,Background Material,CID-0508,2076.51,confirmed 2025 review,2024-09-18,2026
MAT-31499,Background Material,CID-0509,2348.37,legacy mapping,2026-04-04,2026
MAT-31500,Background Material,CID-0510,4727.06,confirmed 2025 review,2024-01-05,2025
MAT-31501,Background Material,CID-0511,2364.59,confirmed 2025 review,2024-01-19,2026
MAT-31502,Background Material,CID-0512,4938.88,legacy mapping,2025-10-19,2024
MAT-31503,Background Material,CID-0513,2237.22,,2025-11-19,2025
MAT-31504,Background Material,CID-0514,4428.13,,2025-02-06,2024
MAT-31505,Background Material,CID-0515,3120.53,confirmed 2025 review,2024-02-26,2026
MAT-31506,Background Material,CID-0516,986.46,legacy mapping,2025-12-26,2024
MAT-31507,Background Material,CID-0517,1774.2,confirmed 2025 review,2024-10-19,2025
MAT-31508,Background Material,CID-0518,4958.52,legacy mapping,2025-04-17,2025
MAT-31509,Background Material,CID-0519,4910.2,,2025-06-06,2024
MAT-31510,Background Material,CID-0520,3247.38,legacy mapping,2025-08-14,2025
MAT-31511,Background Material,CID-0521,203.24,confirmed 2025 review,2026-02-11,2026
MAT-31512,Background Material,CID-0522,157.84,,2026-10-01,2025
MAT-31513,Background Material,CID-0523,1903.97,confirmed 2025 review,2025-07-02,2026
MAT-31514,Background Material,CID-0524,3359.85,confirmed 2025 review,2025-06-26,2026
MAT-31515,Background Material,CID-0525,4268.28,confirmed 2025 review,2025-12-11,2024
MAT-31516,Background Material,CID-0526,4714.59,legacy mapping,2026-04-16,2025
MAT-31517,Background Material,CID-0527,1334.1,confirmed 2025 review,2026-02-26,2026
MAT-31518,Background Material,CID-0528,4566.8,,2024-03-26,2024
MAT-31519,Background Material,CID-0529,1215.56,,2025-02-05,2026
MAT-31520,Background Material,CID-0530,4007.48,,2024-01-24,2024
MAT-31521,Background Material,CID-0531,3682.78,legacy mapping,2026-02-05,2026
MAT-31522,Background Material,CID-0532,3131.01,confirmed 2025 review,2026-06-26,2026
MAT-31523,Background Material,CID-0533,530.06,,2024-12-05,2024
MAT-31524,Background Material,CID-0534,4590.09,,2024-02-23,2024
MAT-31525,Background Material,CID-0535,20.2,,2024-01-23,2024
MAT-31526,Background Material,CID-0536,1935.12,,2025-04-23,2025
MAT-31527,Background Material,CID-0537,3027.68,,2025-05-24,2026
MAT-31528,Background Material,CID-0538,2959.47,,2025-03-17,2024
MAT-31529,Background Material,CID-0539,398.71,,2025-03-18,2026
MAT-31530,Background Material,CID-0540,4863.65,,2026-02-07,2024
MAT-31531,Background Material,CID-0541,4243.23,,2024-07-21,2026
MAT-31532,Background Material,CID-0542,1484.3,confirmed 2025 review,2026-11-10,2024
MAT-31533,Background Material,CID-0543,2133.19,legacy mapping,2026-04-17,2024
MAT-31534,Background Material,CID-0544,3274.56,legacy mapping,2025-03-03,2024
MAT-31535,Background Material,CID-0545,314.85,legacy mapping,2026-01-20,2025
MAT-31536,Background Material,CID-0546,400.68,confirmed 2025 review,2024-12-22,2024
MAT-31537,Background Material,CID-0547,1592.67,legacy mapping,2026-11-20,2026
MAT-31538,Background Material,CID-0548,4796.52,legacy mapping,2026-06-15,2025
MAT-31539,Background Material,CID-0549,3711.22,confirmed 2025 review,2025-08-10,2025
MAT-31540,Background Material,CID-0550,1568.06,,2024-10-06,2024
MAT-31541,Background Material,CID-0551,3454.63,confirmed 2025 review,2025-08-11,2025
MAT-31542,Background Material,CID-0552,2318.66,confirmed 2025 review,2025-03-05,2026
MAT-31543,Background Material,CID-0553,3753.01,confirmed 2025 review,2024-03-26,2025
MAT-31544,Background Material,CID-0554,1907.91,,2025-06-01,2025
MAT-31545,Background Material,CID-0500,3957.08,,2024-10-06,2024
MAT-31546,Background Material,CID-0501,475.14,confirmed 2025 review,2025-03-09,2025
MAT-31547,Background Material,CID-0502,989.58,confirmed 2025 review,2025-03-10,2026
MAT-31548,Background Material,CID-0503,1389.07,,2025-10-24,2025
MAT-31549,Background Material,CID-0504,2164.85,,2025-11-02,2025
MAT-31550,Background Material,CID-0505,4807.24,,2025-12-16,2026
MAT-31551,Background Material,CID-0506,1447.32,,2026-08-26,2024
MAT-31552,Background Material,CID-0507,2082.31,,2025-11-06,2025
MAT-31553,Background Material,CID-0508,3152.66,confirmed 2025 review,2026-02-20,2024
MAT-31554,Background Material,CID-0509,2648.65,legacy mapping,2026-06-26,2026
MAT-31555,Background Material,CID-0510,4320.62,legacy mapping,2026-08-03,2024
MAT-31556,Background Material,CID-0511,2235.94,confirmed 2025 review,2024-04-11,2026
MAT-31557,Background Material,CID-0512,1167.96,legacy mapping,2026-08-26,2025
MAT-31558,Background Material,CID-0513,2775.42,legacy mapping,2026-04-05,2025
MAT-31559,Background Material,CID-0514,3908.19,,2026-10-20,2024
MAT-31560,Background Material,CID-0515,4066.8,,2025-10-16,2024
MAT-31561,Background Material,CID-0516,1567.99,,2025-03-20,2025
MAT-31562,Background Material,CID-0517,407.46,confirmed 2025 review,2025-10-24,2025
MAT-31563,Background Material,CID-0518,335.56,confirmed 2025 review,2024-05-23,2024
MAT-31564,Background Material,CID-0519,1819.55,,2025-04-08,2026
MAT-31565,Background Material,CID-0520,16.26,legacy mapping,2026-08-18,2024
MAT-31566,Background Material,CID-0521,3918.64,legacy mapping,2025-06-20,2026
MAT-31567,Background Material,CID-0522,1001.09,,2026-10-04,2025
MAT-31568,Background Material,CID-0523,3667.37,,2026-09-10,2024
MAT-31569,Background Material,CID-0524,3953.76,confirmed 2025 review,2026-01-10,2025
MAT-31570,Background Material,CID-0525,1022.0,legacy mapping,2024-01-21,2026
MAT-31571,Background Material,CID-0526,3812.11,,2025-08-25,2024
MAT-31572,Background Material,CID-0527,2233.98,confirmed 2025 review,2026-03-20,2025
MAT-31573,Background Material,CID-0528,3792.55,,2025-08-09,2024
MAT-31574,Background Material,CID-0529,3531.78,confirmed 2025 review,2025-03-19,2024
MAT-31575,Background Material,CID-0530,1614.7,,2024-01-28,2025
MAT-31576,Background Material,CID-0531,2763.32,legacy mapping,2024-06-27,2026
MAT-31577,Background Material,CID-0532,1875.77,,2026-07-21,2025
MAT-31578,Background Material,CID-0533,1978.29,legacy mapping,2026-01-21,2025
MAT-31579,Background Material,CID-0534,1620.75,,2026-01-24,2026
MAT-31580,Background Material,CID-0535,3568.61,confirmed 2025 review,2024-02-05,2024
